perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,,,THB,,,Men_typ,Women_typ,Unisex_typ,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Pierra Katra,Velvet Oud,https://zrafh.com/cdn/shop/products/57067dae6be583150ce62c94df9ad3a6.jpg?v=1714281011&width=720,97,97,880.76,100,EDP,Men,Arabian,"Cashmere Wood, Amber, Musk","Floral Harmony of Magnolia, Honeysuckle, , Sweet Fruity Raspberry Nuance",3,London store,3.7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,LANVIN,L'Homme,https://static.beautytocare.com/media/catalog/product/l/a/lanvin-l-homme-eau-de-toilette-for-men-100ml.jpg,110,110,998.8,100,EDT,Men,Spicy,"Sandalwood, Amber, Musk","Comprise, pepper, mint, sage, cardamom",5,Queen Beauty,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PACO RABANNE,One Million,https://plummour.com/wp-content/uploads/2021/07/Paco-Rabanne-1-Million-1.jpg,319,319,2896.52,200,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",4.5,Number One,3.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PACO RABANNE,Invictus Intense,https://cdn.thebeautrium.com/image-product/B0029172.png,199,199,1806.92,100,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",4.7,Parfume-Stor,3.9,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Ferrari,Cedar Essence,https://i.ebayimg.com/images/g/w30AAOSwogJkWkze/s-l1200.jpg,360,106,962.48,100,EDP,Men,Woody,"Patchouli, Amber","Marine, Watermelon",4.4,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,DORALL COLLECTION,Islanders,https://m.media-amazon.com/images/I/61Q8oPzuJRL.jpg,9,9,81.72,100,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",3.4,Beauty Gallery,3.7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PACO RABANNE,Black Xs Potion,https://cdn.cosmostore.org/cache/front/shop/products/118/282184/350x350.jpg,162,162,1470.96,100,EDT,Men,Woody,"Labdanum, Rum",Wormwood Cashmere Wood,4.3,Beautiful Live,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,JAGUAR,Vision III,https://down-th.img.susercontent.com/file/d35937431adf42751e2b83ced835e285,347,120,1089.6,100,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla, Musk","Jasmine, Marine Notes",3.8,magic flower,3.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,AZZARO,Chrome Legend,https://img.ltwebstatic.com/images3_spmp/2024/05/21/fe/171624371484942364b1922f30792d0bea6258c7d4_thumbnail_720x.jpg,163.25,163.25,1482.31,125,EDT,Men,Woody,"Amber, Musk, Tonka Bean","Woody Of Oakmoss, Vetiver, Cedar",4.5,Abu Al Tayyeb Perfumes,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Dunhill,Desire Blue,https://img.lazcdn.com/g/p/9ebfad47f33016d26611fd1fb2c4a74d.png_720x720q80.png,280,68,617.44,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber, Benzoin","Orange, Brazilian Rosewood, Sea Notes",4.3,Modon,3.9,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Dorall,Blue Princess,"https://m.media-amazon.com/images/I/61ndDzr+29L._AC_UF1000,1000_QL80_.jpg",11.85,11.85,107.598,100,EDT,Men,Oriental,"Musk, Patchouli","Woody, Vetiver",5,hawas,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,AVON,Today Tomorrow Always,https://m.media-amazon.com/images/I/61OY0MlnmDL.jpg,98.95,98.95,898.466,75,EDT,Men,Citrus,"Sandalwood, patchouli, Amber",Anise,5,Victoria,3.6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,MB,Tim Tom Leather Black,https://swish.qa/cdn/shop/products/51Bn8zSiDLL._SL1024_800x.jpg?v=1646671582,19,19,172.52,100,EDP,Men,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",3.3,Beautify,3.6,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,DAVIDOFF,Hot Water,https://down-th.img.susercontent.com/file/fccc8d1b4b4ca53f5de988a836d570dd,215,76.95,698.706,110,EDT,Men,Arabian,"Styrax, Benzoin","Pimento, Patchouli",4.6,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Givenchy,Xeryus Rouge,https://plummour.com/wp-content/uploads/2021/07/Xeryus-Rouge-1.jpg,455,214.4,1946.752,100,EDT,Men,Woody,Cedar,Red Pepper,4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,TESORI D´ORIENTE,White Musk,https://pimages.parfumo.de/720/6560_img-2165-tesori_d_oriente-muschio_bianco_white_musk_720.jpg,60,39.95,362.746,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.8,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Alina Corel,For Ever,https://m.media-amazon.com/images/I/61AEBwhHRkL._AC_SX679_.jpg,33.85,33.85,307.358,100,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper, Lavender",5,Beautiful Live,4.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Mandarina Duck,Black,"https://m.media-amazon.com/images/I/51Pe0Ab2pnL._AC_UF1000,1000_QL80_.jpg",182.6,182.6,1658.008,100,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",5,Star.perfume,3.9,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Dunhill,London,https://th-live-01.slatic.net/p/d7223c06f572824efb7d81e45597d07a.jpg,290,109.65,995.622,75,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla, Musk","Rose, Geranium, Jasmine",3.4,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,DORALL COLLECTION,Oud Maaruf,"https://m.media-amazon.com/images/I/71GPXnzxtUL._AC_UF894,1000_QL80_.jpg",29,11.49,104.3292,100,EDT,Men,Arabian,"Sandalwood, Musk, Amber, Patchouli, Oud, Amber, Amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,4.2,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Dunhill,Desire,https://cdn.thebeautrium.com/image-product/B0049305.png,276,84.25,764.99,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,CAROLINA HERRERA,212 Sexy,"https://m.media-amazon.com/images/I/61S7G9mOFAL._AC_UF1000,1000_QL80_.jpg",330,104.5,948.86,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Vanilla, Musk, Amber","Subtle, Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Bean",4.2,Al-Najm,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,VERSACE,Eros,https://plummour.com/wp-content/uploads/2021/06/Versace-Eros-4.jpg,430,202,1834.16,100,EDT,Men,Arabian,"Vanilla, Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,LACOSTE,Eau De lacoste,https://www.gailleandgeorge.com/cdn/shop/files/1_093bc5b3-e159-4121-8f60-447e668e0a51.jpg?v=1720008321,347,91.9,834.452,100,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedar","Tuberose, Olibanum, Ylang-Ylang",4.2,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Niya,Hawaiian Musk,https://piimages.parfumo.de/4/1/139383_66fd04c6f64846322f12612addf607b6_hawaiian-musk.jpg,99,49,444.92,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,GUESS,Homme,https://cdn.fragrancenet.com/images/photos/600x600/221053.jpg,210,98,889.84,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber, Musk","Vanilla, Orchid, Violet Leaves, Vetiver",4.4,Star.perfume,3.5,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Niya,Prive Maison Sandalwood,https://z.nooncdn.com/products/tr:n-t_400/v1663051164/N26667254A_1.jpg,247,99,898.92,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Lattafa,Ana Abiyedh Leather,https://m.media-amazon.com/images/I/71WDv3XFobL.jpg,65,47.9,434.932,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,3.9,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Roberto Cavalli,Just Cavalli,https://cdn.shopify.com/s/files/1/1491/3294/products/Roberto-Cavalli-Just-Cavalli-Man-Eau-De-Toilette-90ml_afd68162-f041-4db9-9ac9-0e2c47cc47a5_900x.jpg?v=1518960349,357,101.95,925.706,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,MONTBLANC,Emblem,https://pimcdn.sharafdg.com/images/000000000001095208_1?1703601125,363,146.6,1331.128,100,EDT,Men,Spicy,"Tonka Bean, Woody","Violet Leaf, Cinnamon",4.4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,MONTBLANC,Emblem Intense,https://cdn.thebeautrium.com/image-product/B0026681.png,395,127.5,1157.7,100,EDT,Men,Spicy,"Patchouli, Tonka Bean, Velvet, Woody","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,DAVIDOFF,Adventure,https://down-th.img.susercontent.com/file/e1f266628b50708e98fa0774e9ec7209,210,79.6,722.768,100,EDT,Men,Woody,"Vetiver,Ceder,White Musk","Warm Spices Of Wild Aromatic Black Sesame, South American Pimento",4.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,LACOSTE,L.12.12 Blanc-Pure,https://perfumesphilippines.com/cdn/shop/products/LacosteL.12.12BlancMen_1024x1024.jpg?v=1475950570,347,94.2,855.336,100,EDT,Men,Woody,"Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Dolce & Gabbana,K,https://down-th.img.susercontent.com/file/247e547ef6348df2337a831add49b3d0,26,14.1,128.028,100,EDT,Men,Aromatic,"Woody, Masculine, Cedar, Vetiver, Patchouli","Pimento, Clary Sage, Geranium, Lavandin",3,beautiful lady,4.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Yves Saint Laurent,Kouros Silver,https://instaurashop.com/cdn/shop/products/silverrrrr.jpg?v=1645441473,540,190,1725.2,100,EDT,Men,Fruity,"Amber, Woody",Sage,4.5,Queen Beauty,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Dior,Sauvage Perf,https://www.lmching.com/cdn/shop/files/D_anm_i-1595_0a952072-0fa3-4946-9a30-996538248352_540x.jpg?v=1704264533,640,326.4,2963.712,100,EDT,Men,Floral,"Tonka Bean, Vanilla, Olibanum",Sandalwood,3,Parfume-Stor,4.1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,DAVIDOFF,Cool Water,"https://static.beautytocare.com/cdn-cgi/image/width=1600,height=1600,f=auto/media/catalog/product//d/a/davidoff-cool-water-eau-de-toilette-125ml_1.jpg",315,85.5,776.34,125,EDT,Men,Fresh,"Musk, Oakmoss, Cedar, Tobacco, Amber","Sandalwood, Jasmine, Neroli, Geranium",3.7,Lolita Shop,3.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,GIORGIO ARMANI,Armani Code,https://www.perfumenz.co.nz/cdn/shop/products/armani-code-200ml---2_grande.png?v=1568685115,514,280.1,2543.308,125,EDT,Men,Citrus,"Leather, Tobacco, Tonka Bean","Star Anise, Olive Blossom, Guaiac Wood",2,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,HUGO BOSS,Bottled Night,https://cdn.thebeautrium.com/image-product/B0049201.png,688,250,2270,200,EDT,Men,Woody,"Musk, Woody",Violet,4.5,Lady Style,3.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,S.T.Dupont,Royal Amber,https://www.lascento.co.za/wp-content/uploads/2019/02/Royal-amber-perfume.jpeg,265,186.9,1697.052,100,EDP,Unisex,Arabian,"Lemon, Mint, Woody, Moss","Sandalwood, Cedar",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Alina Corel,Monsieur Intense Gold,https://www.parfumarabia.lt/images/uploader/mo/monsieur-intense-gold-6.jpg,31.45,31.45,285.566,100,EDP,Unisex,Woody,"Rare Wood, Amber, White Musk","Shepherd, Saffron, Teak Wood, Gaiak Wood",5,Kathya,3.8,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Mancera,Black Vanilla,https://manceraparfums.us/cdn/shop/files/BV_434x.png?v=1718726248,588,296,2687.68,120,EDP,Unisex,Woody,"Vanilla, White Musk","Delicate Bulgarian Rose, Violet, Jasmine",3,MAKE UP,3.8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,YSL,Supreme Bouquet,https://m.media-amazon.com/images/I/71vSd6t0E2L._AC_SX425_.jpg,1215,699,6346.92,75,EDP,Unisex,Woody,"Amber, Musk, Patchouli","Tuberose, Jasmine, Ylang-Ylang",5,PARFUM.1990,3.5,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Ard Al Zaafaran,Oud 24 Hours,https://fimgs.net/mdimg/perfume/375x500.42090.jpg,47,47,426.76,100,EDP,Unisex,Fresh,"Amber, Incense, Sandalwood, Patchouli, Agarwood (oud)","Spicy Notes, Fruity Notes, Jasmine, Gardenia, Ylang-ylang",4,Attractive perfume,3.5,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,LE CHAMEAU,Genesis Oud Malaki,https://fimgs.net/mdimg/perfume/375x500.31160.jpg,73,73,662.84,100,EDT,Unisex,Arabian,"Musk, Vetiver","Agarwood, Apple, Patchouli, Amber",2,Queen Line,3.8,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Alrehab,Anfas Aloud,https://m.media-amazon.com/images/I/61slObWk3HL._AC_UL480_FMwebp_QL65_.jpg,215,85.5,776.34,60,EDP,Unisex,Arabian,Oud,bergamot,5,Parisian Store,4.1,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Al Fakhr,Ameer Al Oud Khususi,https://m.media-amazon.com/images/I/511U3gGFAnL._AC_SX425_.jpg,28,12,108.96,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedar","Black Pepper, Cardamom",4.1,kikup,3.9,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Lattafa,Sheikh Al Shuyukh,https://m.media-amazon.com/images/I/51iikP-f2zL._AC_UL480_FMwebp_QL65_.jpg,63,32.75,297.37,50,EDP,Unisex,Aromatic,"Vetiver, Patchouli","Lavender Sage, Rosemary",4.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Lattafa,Khalis Pure Oudi,https://m.media-amazon.com/images/I/618qujHxcXL._AC_UL480_FMwebp_QL65_.jpg,68,37,335.96,100,EDP,Unisex,Woody,"Amber, Cedar, Guaiac Wood, Musk, Vanilla","Jasmine, Sandalwood",4.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,DORALL COLLECTION,Oud Arabi,https://m.media-amazon.com/images/I/61rx4tkEHpL._AC_UL480_FMwebp_QL65_.jpg,11.35,11.35,103.058,100,PDT,Unisex,Woody,"Patchouli, Sandalwood, Musk, Amber","Oud, Rose, Guaiac wood, Jasmine",3.9,Princess of beauty,3.8,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Lattafa,Rouat Al Oud,https://piimages.parfumo.de/0/6/80553_631d3b669c2f9e1c4105dd5286f91c14_rouat_al_oud.jpg,144,44.25,401.79,100,EDP,Unisex,Spicy,"Cedar, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",4.3,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Calvin Klein,Euphoria Amber Gold,https://i.ebayimg.com/images/g/1okAAOSw5kthAqqR/s-l1600.webp,327,166,1507.28,100,EDP,Unisex,Arabian,"Lemon, Mint, Woody, Moss","Sandalwood, Cedar",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,EMPORIO ARMANI,Stronger With You,https://cdn.thebeautrium.com/image-product/B0056101.png,518,154.8,1405.584,100,EDT,Unisex,Floral,"Chestnut, Vanilla, Musk",Sage,3.5,Beuatyone1,4.2,1.3K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Mancera,Cedrat Boise,https://plummour.com/wp-content/uploads/2023/01/Cedrat-Boise-Mancera-Unisex-EDP-1.png,413,253,2297.24,120,EDP,Unisex,"Aromatic, Citrus","Leather, Oakmoss, Vanilla, Woody",Patchouli Leaves,5,Star.perfume,3.7,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Lattafa,Velvet Oud,https://rifaieexclusive.com/wp-content/uploads/2022/09/830161.jpg,85,56.75,515.29,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar, Tobacco","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-of-the-valley, Rose, Brazilian Rosewood, Incense",4,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Ard Al Zaafaran,Oud Sharqia,https://images.app.goo.gl/wjqVNbmqFwU97WXAA,65,18.4,167.072,80,EDP,Unisex,Arabian,Sweet Wood,Citric,4.4,King-Perfume,4.2,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Calvin Klein,CK One,https://down-th.img.susercontent.com/file/bf5da97037dd9a5aab8a57b6d2051839,220,105,953.4,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily Of The Valley, Rose",3.3,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,MINI COLLECTION,Eaudemoiselle No.1154,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTk9kMHHB_kIwhmqdM9Iy5kFg73WiVIuIun1MUHt0QGvZJ28RdGDm6gOw&s=10,16,16,145.28,25,EDP,Unisex,Oriental,rose,cinnamon,4.9,original,3.9,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,DAVIDOFF,Leather Blend,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg5t-ykehQSaUU9QlqX2gm0E3lC6rKAYXmWQ&usqp=CAU,420,224.85,2041.638,100,EDP,Unisex,Spicy,"Leather,Papyrus","Rose, Amber",5,Y,3.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Al Fakhr,Shiyoukh Al Oud,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYh0UTtuk_06Vqz5uAIWSJFMGGDfOI0t-mMEWodejjCKNTPBbxPRpEjRU&s=10,8.9,8.9,80.812,100,EDP,Unisex,"Woody, Musk","Sandalwood, Cedar","Black Pepper, Cardamom",4.5,Bismat Eatar,3.7,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Lattafa,Oud Mood Gold Elixir,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTUd9Yr1BtMmQOlkym_3dcWvbiBbYJD8xTIcsAC1u_DIg8wQ0Wje-Y5yM&s=10,147,50.6,459.448,100,EDP,Unisex,Arabian,"Vanilla, Ambra","Lemd De Santal, Agar, Oud wood, Leather notes",3.8,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Guerlain,Santal Royal,https://www.guerlain.com/dw/image/v2/BDCZ_PRD/on/demandware.static/-/Sites-GSA_master_catalog/default/dw67f1c40b/primary_packshot_3/2022/Fragrance/Absolus_Dorient/G011637_3346470116375_S_ROYAL-22-EDP-VAPO-125ML.png?sw=900&sh=900,768,406,3686.48,125,EDP,Unisex,Arabian,"Sandalwood, Leather, Amber, Oud, Muscs note","Peach, Rose, Cinnamon",5,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Rasasi,Hatem,https://rasasistore.com/cdn/shop/files/Hatem_2.jpg?v=1708628981,129,69.25,628.79,75,EDP,Unisex,Spicy,"Woody, Aandal, Cedar, Musk","Jasmine, Rose",5,Instant,3.7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,GUCCI,Memoire D'une Odeur EDP For Uni,https://assets.central.co.th//adobe/dynamicmedia/deliver/dm-aid--87db219b-bf87-4aa5-a56e-3baa27b05cc3/gucci-gucciedpmemoireodeur40ml-cds20981860-1.jpg?quality=60&preferwebp=true&width=550,530,349.95,3177.546,100,EDP,Unisex,Fresh,"Sandalwood, Cedar, Vanilla","Coral Jasmine, Jasmine Petals, Musks",5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,DORALL COLLECTION,Oud Wood,https://m.media-amazon.com/images/I/61DjhMw+XaL._AC_SX679_.jpg,19,9.9,89.892,100,PDT,Unisex,Citrus,"Cedar, Tobacco, patchouli, Sandalwood, Musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,4.2,14.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Calvin Klein,CK Be,https://inwfile.com/s-fk/imf876.png,125,110,998.8,200,EDT,Unisex,Spicy,"Sandalwood, Amber, Cedar, Oakmoss","Green Grass, Magnolia, Orchid, Freesia, Peach, Jasmine",5,Abu Al Tayyeb Perfumes,4.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Van Cleef & Arpels,Ambre Imperial,https://m.media-amazon.com/images/I/317qoCf+YZL._SY300_SX300_.jpg,730,479,4349.32,75,EDP,Unisex,Woody,Woody,"Tonka Bean, Vanilla, Amber, Benzoin",5,PARFUM.1990,3.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,NICOLAI,Patchouli Intense,https://m.media-amazon.com/images/I/51ConIqHmiL._SL1091_.jpg,1714,653.65,5935.142,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5,noon,4.2,98.4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Ajmal,Alf Laila O Laila,https://ajmalthai.com/cdn/shop/files/ALF_LAILA_O_LAILA_EDP_60ML_TH_2.jpg?v=1696834437,222,153.3,1391.964,60,EDP,Unisex,Woody,"Musk, Woody",Floral Spicy,5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Ajmal,Wisal,https://cdn.thebeautrium.com/image-product/B0071404.png,79,60,544.8,50,EDP,Unisex,Floral,"Floral, Musk","Spicy, Floral",5,alkhalijiah perfume,3.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Mancera,Red,https://plummour.com/wp-content/uploads/2021/10/Mancera-Red-Tobacco-Perfume-Eau-de-Parfum-Unisex-120-ml-1.jpg,711,365,3314.2,120,EDP,Unisex,"Woody, Spicy","Tobacco, Amber, Guaiac Wood, Sandalwood, Vetiver, Vanilla, White Musk","Patchouli, Jasmine",4.9,top langri,3.7,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Lattafa,24 Carat Pure Gold,https://lattafa.com/wp-content/uploads/2024/02/3.jpg,123,46.5,422.22,100,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk, Vanilla","Rose, Sandalwood",3.5,noon,4.2,98.1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Mancera,Rose Greedy,https://plummour.com/wp-content/uploads/2021/12/Mancera-Roses-Greedy-edp-120ml-1.jpg,446,269,2442.52,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Lattafa,Musk Mood,https://m.media-amazon.com/images/I/61pq-7XTI3L._SX679_.jpg,48,48,435.84,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody","Patchouli, Caramel, Agarwood (Oud), Floral Notes",5,Rihanna World Store,445,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
